Grid Size ,64
 NULL, NodeType, GridX, GridY, Length, Width, Height, PosX, PosY, PosZ
0,1,50,0,1.1463661194,1.1463661194,0,21.2077770233,-36.11054039,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,52,0,1.1463680267,1.1463661194,0,23.5005102157,-36.11054039,0
0,1,52,1,1.1463680267,1.1463661194,0,23.5005102157,-34.9641742706,0
0,1,51,1,1.1463661194,1.1463661194,0,22.3541431427,-34.9641742706,0
0,0,52,0,1.1463680267,1.1463661194,0,23.5005102157,-36.11054039,0
0,1,51,1,1.1463661194,1.1463661194,0,22.3541431427,-34.9641742706,0
0,1,51,0,1.1463661194,1.1463661194,0,22.3541431427,-36.11054039,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,53,0,1.1463661194,1.1463661194,0,24.6468772888,-36.11054039,0
0,1,53,1,1.1463661194,1.1463661194,0,24.6468772888,-34.9641742706,0
0,1,52,1,1.1463680267,1.1463661194,0,23.5005102157,-34.9641742706,0
0,0,53,0,1.1463661194,1.1463661194,0,24.6468772888,-36.11054039,0
0,1,52,1,1.1463680267,1.1463661194,0,23.5005102157,-34.9641742706,0
0,1,52,0,1.1463680267,1.1463661194,0,23.5005102157,-36.11054039,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,54,0,1.1463661194,1.1463661194,0,25.7932434082,-36.11054039,0
0,1,54,1,1.1463661194,1.1463661194,0,25.7932434082,-34.9641742706,0
0,1,53,1,1.1463661194,1.1463661194,0,24.6468772888,-34.9641742706,0
0,0,54,0,1.1463661194,1.1463661194,0,25.7932434082,-36.11054039,0
0,1,53,1,1.1463661194,1.1463661194,0,24.6468772888,-34.9641742706,0
0,1,53,0,1.1463661194,1.1463661194,0,24.6468772888,-36.11054039,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,55,0,1.1463661194,1.1463661194,0,26.9396095276,-36.11054039,0
0,1,55,1,1.1463661194,1.1463661194,0,26.9396095276,-34.9641742706,0
0,1,54,1,1.1463661194,1.1463661194,0,25.7932434082,-34.9641742706,0
0,0,55,0,1.1463661194,1.1463661194,0,26.9396095276,-36.11054039,0
0,1,54,1,1.1463661194,1.1463661194,0,25.7932434082,-34.9641742706,0
0,1,54,0,1.1463661194,1.1463661194,0,25.7932434082,-36.11054039,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,56,0,1.1463661194,1.1463661194,0,28.085975647,-36.11054039,0
0,1,56,1,1.1463661194,1.1463661194,0,28.085975647,-34.9641742706,0
0,1,55,1,1.1463661194,1.1463661194,0,26.9396095276,-34.9641742706,0
0,0,56,0,1.1463661194,1.1463661194,0,28.085975647,-36.11054039,0
0,1,55,1,1.1463661194,1.1463661194,0,26.9396095276,-34.9641742706,0
0,1,55,0,1.1463661194,1.1463661194,0,26.9396095276,-36.11054039,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,57,0,1.1463661193,1.1463661194,0,29.2323417664,-36.11054039,0
0,1,57,1,1.1463661193,1.1463661194,0,29.2323417664,-34.9641742706,0
0,1,56,1,1.1463661194,1.1463661194,0,28.085975647,-34.9641742706,0
0,0,57,0,1.1463661193,1.1463661194,0,29.2323417664,-36.11054039,0
0,1,56,1,1.1463661194,1.1463661194,0,28.085975647,-34.9641742706,0
0,1,56,0,1.1463661194,1.1463661194,0,28.085975647,-36.11054039,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,58,0,1.1463661194,1.1463661194,0,30.3787078857,-36.11054039,0
0,1,58,1,1.1463661194,1.1463661194,0,30.3787078857,-34.9641742706,0
0,1,57,1,1.1463661193,1.1463661194,0,29.2323417664,-34.9641742706,0
0,0,58,0,1.1463661194,1.1463661194,0,30.3787078857,-36.11054039,0
0,1,57,1,1.1463661193,1.1463661194,0,29.2323417664,-34.9641742706,0
0,1,57,0,1.1463661193,1.1463661194,0,29.2323417664,-36.11054039,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,59,0,1.1463680268,1.1463661194,0,31.5250749588,-36.11054039,0
0,1,59,1,1.1463680268,1.1463661194,0,31.5250749588,-34.9641742706,0
0,1,58,1,1.1463661194,1.1463661194,0,30.3787078857,-34.9641742706,0
0,0,59,0,1.1463680268,1.1463661194,0,31.5250749588,-36.11054039,0
0,1,58,1,1.1463661194,1.1463661194,0,30.3787078857,-34.9641742706,0
0,1,58,0,1.1463661194,1.1463661194,0,30.3787078857,-36.11054039,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,60,0,1.1463661194,1.1463661194,0,32.6714420319,-36.11054039,0
0,1,60,1,1.1463661194,1.1463661194,0,32.6714420319,-34.9641742706,0
0,1,59,1,1.1463680268,1.1463661194,0,31.5250749588,-34.9641742706,0
0,0,60,0,1.1463661194,1.1463661194,0,32.6714420319,-36.11054039,0
0,1,59,1,1.1463680268,1.1463661194,0,31.5250749588,-34.9641742706,0
0,1,59,0,1.1463680268,1.1463661194,0,31.5250749588,-36.11054039,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,61,0,1.1463661193,1.1463661194,0,33.8178081512,-36.11054039,0
0,1,61,1,1.1463661193,1.1463661194,0,33.8178081512,-34.9641742706,0
0,1,60,1,1.1463661194,1.1463661194,0,32.6714420319,-34.9641742706,0
0,0,61,0,1.1463661193,1.1463661194,0,33.8178081512,-36.11054039,0
0,1,60,1,1.1463661194,1.1463661194,0,32.6714420319,-34.9641742706,0
0,1,60,0,1.1463661194,1.1463661194,0,32.6714420319,-36.11054039,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,62,0,1.1463661194,1.1463661194,0,34.9641742706,-36.11054039,0
0,1,62,1,1.1463661194,1.1463661194,0,34.9641742706,-34.9641742706,0
0,1,61,1,1.1463661193,1.1463661194,0,33.8178081512,-34.9641742706,0
0,0,62,0,1.1463661194,1.1463661194,0,34.9641742706,-36.11054039,0
0,1,61,1,1.1463661193,1.1463661194,0,33.8178081512,-34.9641742706,0
0,1,61,0,1.1463661193,1.1463661194,0,33.8178081512,-36.11054039,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,63,0,1.1463661194,1.1463661194,0,36.11054039,-36.11054039,0
0,1,63,1,1.1463661194,1.1463661194,0,36.11054039,-34.9641742706,0
0,1,62,1,1.1463661194,1.1463661194,0,34.9641742706,-34.9641742706,0
0,0,63,0,1.1463661194,1.1463661194,0,36.11054039,-36.11054039,0
0,1,62,1,1.1463661194,1.1463661194,0,34.9641742706,-34.9641742706,0
0,1,62,0,1.1463661194,1.1463661194,0,34.9641742706,-36.11054039,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,63,1,1.1463661194,1.1463661194,0,36.11054039,-34.9641742706,0
0,0,0,1,1.1463661194,1.1463661194,0,-36.11054039,-34.9641666412,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,0,1.1463661194,1.1463699341,0,-36.11054039,-36.110534668,0
0,1,1,0,1.1463661194,1.1463661194,0,-34.9641742706,-36.1105365753,0
0,1,1,1,1.1463661194,1.1463699341,0,-34.9641742706,-34.9641685485,0
0,1,1,2,1.1463661194,1.1463661193,0,-34.9641742706,-33.8178005218,0
0,1,0,2,1.1463661194,1.1463661193,0,-36.11054039,-33.8178005218,0
0,0,1,1,1.1463661194,1.1463699341,0,-34.9641742706,-34.9641685485,0
0,1,0,2,1.1463661194,1.1463661193,0,-36.11054039,-33.8178005218,0
0,1,0,1,1.1463661194,1.1463661194,0,-36.11054039,-34.9641666412,0
0,1,0,0,1.1463661194,1.1463699341,0,-36.11054039,-36.110534668,0
0,1,1,0,1.1463661194,1.1463661194,0,-34.9641742706,-36.1105365753,0
0,1,2,0,1.1463623047,1.1463661194,0,-33.8178100586,-36.1105365753,0
0,1,2,1,1.1463661193,1.1463661194,0,-33.8178081512,-34.9641704559,0
0,1,2,2,1.1463661193,1.146369934,0,-33.8178081512,-33.8178024292,0
0,1,1,2,1.1463661194,1.1463661193,0,-34.9641742706,-33.8178005218,0
0,0,2,1,1.1463661193,1.1463661194,0,-33.8178081512,-34.9641704559,0
0,1,1,2,1.1463661194,1.1463661193,0,-34.9641742706,-33.8178005218,0
0,1,1,1,1.1463661194,1.1463699341,0,-34.9641742706,-34.9641685485,0
0,1,1,0,1.1463661194,1.1463661194,0,-34.9641742706,-36.1105365753,0
0,1,2,0,1.1463623047,1.1463661194,0,-33.8178100586,-36.1105365753,0
0,1,3,0,1.1463661193,1.1463661194,0,-32.6714458466,-36.1105365753,0
0,1,3,1,1.1463661194,1.1463661194,0,-32.6714420319,-34.9641704559,0
0,1,3,2,1.1463661194,1.1463661193,0,-32.6714420319,-33.8178043365,0
0,1,2,2,1.1463661193,1.146369934,0,-33.8178081512,-33.8178024292,0
0,0,3,1,1.1463661194,1.1463661194,0,-32.6714420319,-34.9641704559,0
0,1,2,2,1.1463661193,1.146369934,0,-33.8178081512,-33.8178024292,0
0,1,2,1,1.1463661193,1.1463661194,0,-33.8178081512,-34.9641704559,0
0,1,2,0,1.1463623047,1.1463661194,0,-33.8178100586,-36.1105365753,0
0,1,3,0,1.1463661193,1.1463661194,0,-32.6714458466,-36.1105365753,0
0,1,4,0,1.1463661194,1.1463661194,0,-31.5250797272,-36.1105365753,0
0,1,4,1,1.1463623047,1.1463661194,0,-31.5250778199,-34.9641704559,0
0,1,4,2,1.1463680268,1.1463661193,0,-31.5250749588,-33.8178043365,0
0,1,3,2,1.1463661194,1.1463661193,0,-32.6714420319,-33.8178043365,0
0,0,4,1,1.1463623047,1.1463661194,0,-31.5250778199,-34.9641704559,0
0,1,3,2,1.1463661194,1.1463661193,0,-32.6714420319,-33.8178043365,0
0,1,3,1,1.1463661194,1.1463661194,0,-32.6714420319,-34.9641704559,0
0,1,3,0,1.1463661193,1.1463661194,0,-32.6714458466,-36.1105365753,0
0,1,4,0,1.1463661194,1.1463661194,0,-31.5250797272,-36.1105365753,0
0,1,5,0,1.1463661194,1.1463661194,0,-30.3787136078,-36.1105365753,0
0,1,5,1,1.1463661194,1.1463661194,0,-30.3787136078,-34.9641704559,0
0,1,5,2,1.146364212,1.1463661193,0,-30.3787088394,-33.8178043365,0
0,1,4,2,1.1463680268,1.1463661193,0,-31.5250749588,-33.8178043365,0
0,0,5,1,1.1463661194,1.1463661194,0,-30.3787136078,-34.9641704559,0
0,1,4,2,1.1463680268,1.1463661193,0,-31.5250749588,-33.8178043365,0
0,1,4,1,1.1463623047,1.1463661194,0,-31.5250778199,-34.9641704559,0
0,1,4,0,1.1463661194,1.1463661194,0,-31.5250797272,-36.1105365753,0
0,1,5,0,1.1463661194,1.1463661194,0,-30.3787136078,-36.1105365753,0
0,1,6,0,1.1463680267,1.1463661194,0,-29.2323465348,-36.1105365753,0
0,1,6,1,1.1463680267,1.1463661194,0,-29.2323465348,-34.9641704559,0
0,1,6,2,1.146364212,1.1463661193,0,-29.2323446274,-33.8178043365,0
0,1,5,2,1.146364212,1.1463661193,0,-30.3787088394,-33.8178043365,0
0,0,6,1,1.1463680267,1.1463661194,0,-29.2323465348,-34.9641704559,0
0,1,5,2,1.146364212,1.1463661193,0,-30.3787088394,-33.8178043365,0
0,1,5,1,1.1463661194,1.1463661194,0,-30.3787136078,-34.9641704559,0
0,1,5,0,1.1463661194,1.1463661194,0,-30.3787136078,-36.1105365753,0
0,1,6,0,1.1463680267,1.1463661194,0,-29.2323465348,-36.1105365753,0
0,1,7,0,1.1463661194,1.1463661194,0,-28.0859794617,-36.1105365753,0
0,1,7,1,1.1463661194,1.1463661194,0,-28.0859794617,-34.9641704559,0
0,1,7,2,1.1463661194,1.1463661193,0,-28.0859794617,-33.8178043365,0
0,1,6,2,1.146364212,1.1463661193,0,-29.2323446274,-33.8178043365,0
0,0,7,1,1.1463661194,1.1463661194,0,-28.0859794617,-34.9641704559,0
0,1,6,2,1.146364212,1.1463661193,0,-29.2323446274,-33.8178043365,0
0,1,6,1,1.1463680267,1.1463661194,0,-29.2323465348,-34.9641704559,0
0,1,6,0,1.1463680267,1.1463661194,0,-29.2323465348,-36.1105365753,0
0,1,7,0,1.1463661194,1.1463661194,0,-28.0859794617,-36.1105365753,0
0,1,8,0,1.1463661194,1.1463661194,0,-26.9396133423,-36.1105365753,0
0,1,8,1,1.1463661194,1.1463661194,0,-26.9396133423,-34.9641704559,0
0,1,8,2,1.1463661194,1.1463661193,0,-26.9396133423,-33.8178043365,0
0,1,7,2,1.1463661194,1.1463661193,0,-28.0859794617,-33.8178043365,0
0,0,8,1,1.1463661194,1.1463661194,0,-26.9396133423,-34.9641704559,0
0,1,7,2,1.1463661194,1.1463661193,0,-28.0859794617,-33.8178043365,0
0,1,7,1,1.1463661194,1.1463661194,0,-28.0859794617,-34.9641704559,0
0,1,7,0,1.1463661194,1.1463661194,0,-28.0859794617,-36.1105365753,0
0,1,8,0,1.1463661194,1.1463661194,0,-26.9396133423,-36.1105365753,0
0,1,9,0,1.1463661194,1.1463661194,0,-25.7932472229,-36.1105365753,0
0,1,9,1,1.1463661194,1.1463661194,0,-25.7932472229,-34.9641704559,0
0,1,9,2,1.1463680267,1.1463661193,0,-25.7932462692,-33.8178043365,0
0,1,8,2,1.1463661194,1.1463661193,0,-26.9396133423,-33.8178043365,0
0,0,9,1,1.1463661194,1.1463661194,0,-25.7932472229,-34.9641704559,0
0,1,8,2,1.1463661194,1.1463661193,0,-26.9396133423,-33.8178043365,0
0,1,8,1,1.1463661194,1.1463661194,0,-26.9396133423,-34.9641704559,0
0,1,8,0,1.1463661194,1.1463661194,0,-26.9396133423,-36.1105365753,0
0,1,9,0,1.1463661194,1.1463661194,0,-25.7932472229,-36.1105365753,0
0,1,10,0,1.1463661194,1.1463661194,0,-24.6468811035,-36.1105365753,0
0,1,10,1,1.1463661194,1.1463661194,0,-24.6468811035,-34.9641704559,0
0,1,10,2,1.1463680268,1.1463661193,0,-24.6468782425,-33.8178043365,0
0,1,9,2,1.1463680267,1.1463661193,0,-25.7932462692,-33.8178043365,0
0,0,10,1,1.1463661194,1.1463661194,0,-24.6468811035,-34.9641704559,0
0,1,9,2,1.1463680267,1.1463661193,0,-25.7932462692,-33.8178043365,0
0,1,9,1,1.1463661194,1.1463661194,0,-25.7932472229,-34.9641704559,0
0,1,9,0,1.1463661194,1.1463661194,0,-25.7932472229,-36.1105365753,0
0,1,10,0,1.1463661194,1.1463661194,0,-24.6468811035,-36.1105365753,0
0,1,11,0,1.1463661194,1.1463661194,0,-23.5005149841,-36.1105365753,0
0,1,11,1,1.1463680267,1.1463661194,0,-23.5005140304,-34.9641704559,0
0,1,11,2,1.1463680267,1.1463661193,0,-23.5005102157,-33.8178043365,0
0,1,10,2,1.1463680268,1.1463661193,0,-24.6468782425,-33.8178043365,0
0,0,11,1,1.1463680267,1.1463661194,0,-23.5005140304,-34.9641704559,0
0,1,10,2,1.1463680268,1.1463661193,0,-24.6468782425,-33.8178043365,0
0,1,10,1,1.1463661194,1.1463661194,0,-24.6468811035,-34.9641704559,0
0,1,10,0,1.1463661194,1.1463661194,0,-24.6468811035,-36.1105365753,0
0,1,11,0,1.1463661194,1.1463661194,0,-23.5005149841,-36.1105365753,0
0,1,12,0,1.1463661193,1.1463661194,0,-22.3541488648,-36.1105365753,0
0,1,12,1,1.1463699341,1.1463661194,0,-22.3541450501,-34.9641704559,0
0,1,12,2,1.1463661194,1.1463661193,0,-22.3541431427,-33.8178043365,0
0,1,11,2,1.1463680267,1.1463661193,0,-23.5005102157,-33.8178043365,0
0,0,12,1,1.1463699341,1.1463661194,0,-22.3541450501,-34.9641704559,0
0,1,11,2,1.1463680267,1.1463661193,0,-23.5005102157,-33.8178043365,0
0,1,11,1,1.1463680267,1.1463661194,0,-23.5005140304,-34.9641704559,0
0,1,11,0,1.1463661194,1.1463661194,0,-23.5005149841,-36.1105365753,0
0,1,12,0,1.1463661193,1.1463661194,0,-22.3541488648,-36.1105365753,0
0,1,13,0,1.1463699341,1.1463661194,0,-21.207780838,-36.1105365753,0
0,1,13,1,1.1463661194,1.1463661194,0,-21.2077770233,-34.9641704559,0
0,1,13,2,1.1463661194,1.1463661193,0,-21.2077770233,-33.8178043365,0
0,1,12,2,1.1463661194,1.1463661193,0,-22.3541431427,-33.8178043365,0
0,0,13,1,1.1463661194,1.1463661194,0,-21.2077770233,-34.9641704559,0
0,1,12,2,1.1463661194,1.1463661193,0,-22.3541431427,-33.8178043365,0
0,1,12,1,1.1463699341,1.1463661194,0,-22.3541450501,-34.9641704559,0
0,1,12,0,1.1463661193,1.1463661194,0,-22.3541488648,-36.1105365753,0
0,1,13,0,1.1463699341,1.1463661194,0,-21.207780838,-36.1105365753,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,13,2,1.1463661194,1.1463661193,0,-21.2077770233,-33.8178043365,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,17,1,1.1463661194,1.1463661194,0,-16.6223125458,-34.9641704559,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,17,0,1.1463661194,1.1463661194,0,-16.6223125458,-36.1105365753,0
0,1,18,0,1.1463642121,1.1463661194,0,-15.47594738,-36.1105365753,0
0,1,18,1,1.1463670731,1.1463661194,0,-15.4759459495,-34.9641704559,0
0,1,18,2,1.1463670731,1.1463661193,0,-15.4759459495,-33.8178043365,0
0,1,17,2,1.1463661194,1.1463661193,0,-16.6223125458,-33.8178043365,0
0,0,18,1,1.1463670731,1.1463661194,0,-15.4759459495,-34.9641704559,0
0,1,17,2,1.1463661194,1.1463661193,0,-16.6223125458,-33.8178043365,0
0,1,17,1,1.1463661194,1.1463661194,0,-16.6223125458,-34.9641704559,0
0,1,17,0,1.1463661194,1.1463661194,0,-16.6223125458,-36.1105365753,0
0,1,18,0,1.1463642121,1.1463661194,0,-15.47594738,-36.1105365753,0
0,1,19,0,1.146367073,1.1463661194,0,-14.3295817375,-36.1105365753,0
0,1,19,1,1.1463651657,1.1463661194,0,-14.3295798302,-34.9641704559,0
0,1,19,2,1.1463661194,1.1463661193,0,-14.3295793533,-33.8178043365,0
0,1,18,2,1.1463670731,1.1463661193,0,-15.4759459495,-33.8178043365,0
0,0,19,1,1.1463651657,1.1463661194,0,-14.3295798302,-34.9641704559,0
0,1,18,2,1.1463670731,1.1463661193,0,-15.4759459495,-33.8178043365,0
0,1,18,1,1.1463670731,1.1463661194,0,-15.4759459495,-34.9641704559,0
0,1,18,0,1.1463642121,1.1463661194,0,-15.47594738,-36.1105365753,0
0,1,19,0,1.146367073,1.1463661194,0,-14.3295817375,-36.1105365753,0
0,1,20,0,1.1463661194,1.1463661194,0,-13.1832151413,-36.1105365753,0
0,1,20,1,1.146367073,1.1463661194,0,-13.1832137108,-34.9641704559,0
0,1,20,2,1.1463661193,1.1463661193,0,-13.183213234,-33.8178043365,0
0,1,19,2,1.1463661194,1.1463661193,0,-14.3295793533,-33.8178043365,0
0,0,20,1,1.146367073,1.1463661194,0,-13.1832137108,-34.9641704559,0
0,1,19,2,1.1463661194,1.1463661193,0,-14.3295793533,-33.8178043365,0
0,1,19,1,1.1463651657,1.1463661194,0,-14.3295798302,-34.9641704559,0
0,1,19,0,1.146367073,1.1463661194,0,-14.3295817375,-36.1105365753,0
0,1,20,0,1.1463661194,1.1463661194,0,-13.1832151413,-36.1105365753,0
0,1,21,0,1.1463670731,1.1463661194,0,-12.0368485451,-36.1105365753,0
0,1,21,1,1.1463670731,1.1463661194,0,-12.0368466377,-34.9641704559,0
0,1,21,2,1.1463670731,1.1463661193,0,-12.0368466377,-33.8178043365,0
0,1,20,2,1.1463661193,1.1463661193,0,-13.183213234,-33.8178043365,0
0,0,21,1,1.1463670731,1.1463661194,0,-12.0368466377,-34.9641704559,0
0,1,20,2,1.1463661193,1.1463661193,0,-13.183213234,-33.8178043365,0
0,1,20,1,1.146367073,1.1463661194,0,-13.1832137108,-34.9641704559,0
0,1,20,0,1.1463661194,1.1463661194,0,-13.1832151413,-36.1105365753,0
0,1,21,0,1.1463670731,1.1463661194,0,-12.0368485451,-36.1105365753,0
0,1,22,0,1.1463680267,1.1463661194,0,-10.8904809951,-36.1105365753,0
0,1,22,1,1.1463661194,1.1463661194,0,-10.8904800415,-34.9641704559,0
0,1,22,2,1.1463661194,1.1463661193,0,-10.8904800415,-33.8178043365,0
0,1,21,2,1.1463670731,1.1463661193,0,-12.0368466377,-33.8178043365,0
0,0,22,1,1.1463661194,1.1463661194,0,-10.8904800415,-34.9641704559,0
0,1,21,2,1.1463670731,1.1463661193,0,-12.0368466377,-33.8178043365,0
0,1,21,1,1.1463670731,1.1463661194,0,-12.0368466377,-34.9641704559,0
0,1,21,0,1.1463670731,1.1463661194,0,-12.0368485451,-36.1105365753,0
0,1,22,0,1.1463680267,1.1463661194,0,-10.8904809951,-36.1105365753,0
0,1,23,0,1.14636611937,1.1463661194,0,-9.74411392211,-36.1105365753,0
0,1,23,1,1.14636611937,1.1463661194,0,-9.74411392211,-34.9641704559,0
0,1,23,2,1.14636611937,1.1463661193,0,-9.74411392211,-33.8178043365,0
0,1,22,2,1.1463661194,1.1463661193,0,-10.8904800415,-33.8178043365,0
0,0,23,1,1.14636611937,1.1463661194,0,-9.74411392211,-34.9641704559,0
0,1,22,2,1.1463661194,1.1463661193,0,-10.8904800415,-33.8178043365,0
0,1,22,1,1.1463661194,1.1463661194,0,-10.8904800415,-34.9641704559,0
0,1,22,0,1.1463680267,1.1463661194,0,-10.8904809951,-36.1105365753,0
0,1,23,0,1.14636611937,1.1463661194,0,-9.74411392211,-36.1105365753,0
0,1,24,0,1.14636611939,1.1463661194,0,-8.59774780274,-36.1105365753,0
0,1,24,1,1.14636611939,1.1463661194,0,-8.59774780274,-34.9641704559,0
0,1,24,2,1.14636611939,1.1463661193,0,-8.59774780274,-33.8178043365,0
0,1,23,2,1.14636611937,1.1463661193,0,-9.74411392211,-33.8178043365,0
0,0,24,1,1.14636611939,1.1463661194,0,-8.59774780274,-34.9641704559,0
0,1,23,2,1.14636611937,1.1463661193,0,-9.74411392211,-33.8178043365,0
0,1,23,1,1.14636611937,1.1463661194,0,-9.74411392211,-34.9641704559,0
0,1,23,0,1.14636611937,1.1463661194,0,-9.74411392211,-36.1105365753,0
0,1,24,0,1.14636611939,1.1463661194,0,-8.59774780274,-36.1105365753,0
0,1,25,0,1.14636611938,1.1463661194,0,-7.45138168335,-36.1105365753,0
0,1,25,1,1.14636659622,1.1463661194,0,-7.45138144493,-34.9641704559,0
0,1,25,2,1.14636659622,1.1463661193,0,-7.45138144493,-33.8178043365,0
0,1,24,2,1.14636611939,1.1463661193,0,-8.59774780274,-33.8178043365,0
0,0,25,1,1.14636659622,1.1463661194,0,-7.45138144493,-34.9641704559,0
0,1,24,2,1.14636611939,1.1463661193,0,-8.59774780274,-33.8178043365,0
0,1,24,1,1.14636611939,1.1463661194,0,-8.59774780274,-34.9641704559,0
0,1,24,0,1.14636611939,1.1463661194,0,-8.59774780274,-36.1105365753,0
0,1,25,0,1.14636611938,1.1463661194,0,-7.45138168335,-36.1105365753,0
0,1,26,0,1.14636707306,1.1463661194,0,-6.30501508713,-36.1105365753,0
0,1,26,1,1.14636659622,1.1463661194,0,-6.30501484871,-34.9641704559,0
0,1,26,2,1.14636659622,1.1463661193,0,-6.30501484871,-33.8178043365,0
0,1,25,2,1.14636659622,1.1463661193,0,-7.45138144493,-33.8178043365,0
0,0,26,1,1.14636659622,1.1463661194,0,-6.30501484871,-34.9641704559,0
0,1,25,2,1.14636659622,1.1463661193,0,-7.45138144493,-33.8178043365,0
0,1,25,1,1.14636659622,1.1463661194,0,-7.45138144493,-34.9641704559,0
0,1,25,0,1.14636611938,1.1463661194,0,-7.45138168335,-36.1105365753,0
0,1,26,0,1.14636707306,1.1463661194,0,-6.30501508713,-36.1105365753,0
0,1,27,0,1.14636611939,1.1463661194,0,-5.1586484909,-36.1105365753,0
0,1,27,1,1.14636611939,1.1463661194,0,-5.1586484909,-34.9641704559,0
0,1,27,2,1.14636611939,1.1463661193,0,-5.1586484909,-33.8178043365,0
0,1,26,2,1.14636659622,1.1463661193,0,-6.30501484871,-33.8178043365,0
0,0,27,1,1.14636611939,1.1463661194,0,-5.1586484909,-34.9641704559,0
0,1,26,2,1.14636659622,1.1463661193,0,-6.30501484871,-33.8178043365,0
0,1,26,1,1.14636659622,1.1463661194,0,-6.30501484871,-34.9641704559,0
0,1,26,0,1.14636707306,1.1463661194,0,-6.30501508713,-36.1105365753,0
0,1,27,0,1.14636611939,1.1463661194,0,-5.1586484909,-36.1105365753,0
0,1,28,0,1.1463663578,1.1463661194,0,-4.01228225231,-36.1105365753,0
0,1,28,1,1.1463663578,1.1463661194,0,-4.01228225231,-34.9641704559,0
0,1,28,2,1.1463663578,1.1463661193,0,-4.01228225231,-33.8178043365,0
0,1,27,2,1.14636611939,1.1463661193,0,-5.1586484909,-33.8178043365,0
0,0,28,1,1.1463663578,1.1463661194,0,-4.01228225231,-34.9641704559,0
0,1,27,2,1.14636611939,1.1463661193,0,-5.1586484909,-33.8178043365,0
0,1,27,1,1.14636611939,1.1463661194,0,-5.1586484909,-34.9641704559,0
0,1,27,0,1.14636611939,1.1463661194,0,-5.1586484909,-36.1105365753,0
0,1,28,0,1.1463663578,1.1463661194,0,-4.01228225231,-36.1105365753,0
0,1,29,0,1.1463663578,1.1463661194,0,-2.86591589451,-36.1105365753,0
0,1,29,1,1.14636659622,1.1463661194,0,-2.8659157753,-34.9641704559,0
0,1,29,2,1.14636659622,1.1463661193,0,-2.8659157753,-33.8178043365,0
0,1,28,2,1.1463663578,1.1463661193,0,-4.01228225231,-33.8178043365,0
0,0,29,1,1.14636659622,1.1463661194,0,-2.8659157753,-34.9641704559,0
0,1,28,2,1.1463663578,1.1463661193,0,-4.01228225231,-33.8178043365,0
0,1,28,1,1.1463663578,1.1463661194,0,-4.01228225231,-34.9641704559,0
0,1,28,0,1.1463663578,1.1463661194,0,-4.01228225231,-36.1105365753,0
0,1,29,0,1.1463663578,1.1463661194,0,-2.86591589451,-36.1105365753,0
0,1,30,0,1.14636647702,1.1463661194,0,-1.7195494771,-36.1105365753,0
0,1,30,1,1.1463662386,1.1463661194,0,-1.71954935789,-34.9641704559,0
0,1,30,2,1.14636635781,1.1463661193,0,-1.71954929829,-33.8178043365,0
0,1,29,2,1.14636659622,1.1463661193,0,-2.8659157753,-33.8178043365,0
0,0,30,1,1.1463662386,1.1463661194,0,-1.71954935789,-34.9641704559,0
0,1,29,2,1.14636659622,1.1463661193,0,-2.8659157753,-33.8178043365,0
